account_id,industry,region,pipeline_stage,deal_size,days_in_stage,num_meetings,email_open_rate,champion_identified,competitor_present,product_fit_score,account_tenure_yrs,prev_purchases,exec_sponsor,nps_score,days_since_contact,converted,created_at
ACC-03896,Technology,North America,Proposal,202200.0,33,3,0.099,1,1,0.758,6.9,1,0,2,11,1,2026-07-19 10:10:54.743919+00:00
ACC-03897,Financial Services,APAC,Proposal,28000.0,36,3,0.069,0,0,0.979,0.8,4,1,2,24,1,2026-07-19 10:10:54.743919+00:00
ACC-03898,Technology,EMEA,Prospecting,57800.0,27,7,0.151,0,0,0.622,2.2,0,1,3,15,1,2026-07-19 10:10:54.743919+00:00
ACC-03899,Manufacturing,North America,Closed Lost,119200.0,9,6,0.508,0,1,0.367,8.5,1,1,0,17,0,2026-07-19 10:10:54.743919+00:00
ACC-03900,Technology,SEA,Prospecting,35600.0,64,4,0.512,0,0,0.88,2.9,0,0,6,12,0,2026-07-19 10:10:54.743919+00:00
ACC-03901,Retail,APAC,Prospecting,511500.0,29,3,0.431,0,0,0.485,2.9,3,0,4,15,1,2026-07-19 10:10:54.743919+00:00
ACC-03902,Retail,SEA,Negotiation,10000.0,15,3,0.174,0,1,0.934,5.4,2,0,0,19,1,2026-07-19 10:10:54.743919+00:00
ACC-03903,Logistics,India,Proposal,38800.0,11,2,0.201,1,1,0.357,3.5,1,0,4,29,1,2026-07-19 10:10:54.743919+00:00
ACC-03904,Healthcare,India,Negotiation,53600.0,77,3,0.161,0,0,0.46,2.0,0,1,3,26,1,2026-07-19 10:10:54.743919+00:00
ACC-03905,Technology,EMEA,Qualification,10000.0,31,2,0.381,0,1,0.978,0.4,1,0,7,3,1,2026-07-19 10:10:54.743919+00:00
ACC-03906,Retail,EMEA,Qualification,18500.0,31,5,0.051,0,1,0.916,2.1,1,0,6,21,0,2026-07-19 10:10:54.743919+00:00
ACC-03907,Retail,EMEA,Closed Won,209100.0,50,4,0.08,1,0,0.453,0.6,0,0,8,8,0,2026-07-19 10:10:54.743919+00:00
ACC-03908,Healthcare,EMEA,Prospecting,102400.0,27,8,0.594,0,0,0.844,2.0,1,0,1,17,0,2026-07-19 10:10:54.743919+00:00
ACC-03909,Manufacturing,EMEA,Negotiation,652000.0,14,6,0.148,0,1,0.36,0.1,1,1,9,17,1,2026-07-19 10:10:54.743919+00:00
ACC-03910,Healthcare,SEA,Prospecting,630500.0,26,5,0.521,1,0,0.41,1.3,0,0,7,6,1,2026-07-19 10:10:54.743919+00:00
ACC-03911,Financial Services,EMEA,Negotiation,166000.0,44,3,0.426,0,0,0.428,0.2,0,1,7,15,1,2026-07-19 10:10:54.743919+00:00
ACC-03912,Healthcare,India,Prospecting,143800.0,26,4,0.216,1,0,0.33,0.5,1,1,0,18,0,2026-07-19 10:10:54.743919+00:00
ACC-03913,Financial Services,India,Proposal,106800.0,22,4,0.449,1,1,0.639,3.6,0,1,9,2,1,2026-07-19 10:10:54.743919+00:00
ACC-03914,Logistics,North America,Closed Won,10000.0,18,2,0.074,0,0,0.573,11.2,3,0,9,10,1,2026-07-19 10:10:54.743919+00:00
ACC-03915,Logistics,North America,Qualification,18500.0,48,5,0.312,1,0,0.713,2.5,4,0,5,53,1,2026-07-19 10:10:54.743919+00:00
ACC-03916,Retail,APAC,Proposal,111400.0,43,3,0.381,1,0,0.782,0.6,2,0,8,44,0,2026-07-19 10:10:54.743919+00:00
ACC-03917,Technology,APAC,Negotiation,206700.0,51,5,0.319,0,0,0.717,1.4,5,0,9,13,1,2026-07-19 10:10:54.743919+00:00
ACC-03918,Healthcare,India,Proposal,139700.0,34,7,0.381,1,0,0.495,0.8,1,1,8,17,1,2026-07-19 10:10:54.743919+00:00
ACC-03919,Manufacturing,APAC,Closed Won,33800.0,29,2,0.411,1,1,0.358,0.1,4,1,0,27,1,2026-07-19 10:10:54.743919+00:00
ACC-03920,Technology,EMEA,Qualification,304000.0,23,6,0.221,0,1,0.812,7.3,0,0,3,27,0,2026-07-19 10:10:54.743919+00:00
ACC-03921,Logistics,APAC,Prospecting,584700.0,31,7,0.314,1,0,0.516,2.3,0,0,6,20,1,2026-07-19 10:10:54.743919+00:00
ACC-03922,Retail,North America,Prospecting,304200.0,12,1,0.025,1,0,0.473,0.5,5,0,10,23,0,2026-07-19 10:10:54.743919+00:00
ACC-03923,Technology,EMEA,Prospecting,323700.0,45,5,0.389,1,0,0.783,4.1,0,0,3,8,0,2026-07-19 10:10:54.743919+00:00
ACC-03924,Healthcare,India,Prospecting,50500.0,29,8,0.393,0,0,0.609,0.6,2,0,7,16,0,2026-07-19 10:10:54.743919+00:00
ACC-03925,Logistics,North America,Proposal,359000.0,68,6,0.316,0,1,0.443,0.7,0,0,8,17,1,2026-07-19 10:10:54.743919+00:00
ACC-03926,Financial Services,EMEA,Prospecting,117600.0,37,6,0.426,1,1,0.837,2.8,0,1,8,6,0,2026-07-19 10:10:54.743919+00:00
ACC-03927,Manufacturing,EMEA,Prospecting,182400.0,9,3,0.162,0,1,0.864,1.7,3,1,1,22,0,2026-07-19 10:10:54.743919+00:00
ACC-03928,Manufacturing,North America,Prospecting,153000.0,42,2,0.402,1,0,0.99,6.8,3,0,1,14,0,2026-07-19 10:10:54.743919+00:00
ACC-03929,Manufacturing,North America,Negotiation,85300.0,109,5,0.362,1,0,0.628,2.7,2,0,6,14,1,2026-07-19 10:10:54.743919+00:00
ACC-03930,Financial Services,SEA,Proposal,35200.0,48,4,0.372,0,1,0.326,0.6,1,1,3,25,0,2026-07-19 10:10:54.743919+00:00
ACC-03931,Logistics,APAC,Qualification,89500.0,59,4,0.537,0,1,0.662,1.9,0,0,7,19,0,2026-07-19 10:10:54.743919+00:00
ACC-03932,Financial Services,North America,Closed Won,322600.0,73,9,0.582,1,0,0.316,3.9,4,0,7,9,1,2026-07-19 10:10:54.743919+00:00
ACC-03933,Manufacturing,North America,Prospecting,58100.0,21,5,0.285,0,1,0.963,2.7,1,1,10,25,1,2026-07-19 10:10:54.743919+00:00
ACC-03934,Healthcare,EMEA,Closed Lost,288400.0,34,4,0.356,1,1,0.422,1.2,4,0,10,13,0,2026-07-19 10:10:54.743919+00:00
ACC-03935,Healthcare,EMEA,Proposal,239100.0,22,5,0.219,1,1,0.948,1.5,3,1,8,10,1,2026-07-19 10:10:54.743919+00:00
ACC-03936,Manufacturing,EMEA,Prospecting,69000.0,55,3,0.319,0,0,0.965,3.3,1,0,10,1,0,2026-07-19 10:10:54.743919+00:00
ACC-03937,Retail,North America,Proposal,522600.0,22,3,0.807,1,1,0.843,2.2,2,0,2,13,1,2026-07-19 10:10:54.743919+00:00
ACC-03938,Financial Services,India,Negotiation,64400.0,33,5,0.313,1,1,0.361,0.2,4,0,1,34,1,2026-07-19 10:10:54.743919+00:00
ACC-03939,Financial Services,APAC,Qualification,604100.0,58,2,0.327,1,1,0.691,2.4,1,1,6,9,1,2026-07-19 10:10:54.743919+00:00
ACC-03940,Retail,APAC,Negotiation,166200.0,55,6,0.19,0,1,0.548,1.8,3,0,2,12,1,2026-07-19 10:10:54.743919+00:00
ACC-03941,Technology,APAC,Prospecting,96900.0,41,4,0.079,1,1,0.874,5.1,4,1,0,8,1,2026-07-19 10:10:54.743919+00:00
ACC-03942,Technology,APAC,Prospecting,34000.0,73,4,0.368,1,0,0.512,0.4,1,0,9,22,1,2026-07-19 10:10:54.743919+00:00
ACC-03943,Financial Services,India,Prospecting,88800.0,57,3,0.132,1,1,0.616,0.0,0,0,6,52,0,2026-07-19 10:10:54.743919+00:00
ACC-03944,Retail,SEA,Prospecting,77300.0,26,5,0.421,0,0,0.702,5.2,1,0,9,19,0,2026-07-19 10:10:54.743919+00:00
ACC-03945,Financial Services,APAC,Prospecting,21800.0,15,3,0.16,0,1,0.325,0.7,1,0,9,23,0,2026-07-19 10:10:54.743919+00:00
ACC-03946,Financial Services,India,Closed Won,76000.0,21,3,0.315,0,0,0.726,0.1,2,1,10,27,0,2026-07-19 10:10:54.743919+00:00
ACC-03947,Manufacturing,India,Prospecting,37600.0,60,3,0.089,0,0,0.541,0.7,3,0,4,24,0,2026-07-19 10:10:54.743919+00:00
ACC-03948,Manufacturing,SEA,Qualification,199400.0,47,2,0.476,1,0,0.67,6.5,1,0,4,22,0,2026-07-19 10:10:54.743919+00:00
ACC-03949,Financial Services,North America,Qualification,473300.0,73,8,0.295,0,1,0.387,0.6,4,0,5,9,1,2026-07-19 10:10:54.743919+00:00
ACC-03950,Healthcare,EMEA,Closed Won,22600.0,50,3,0.094,0,0,0.535,1.2,1,0,3,13,1,2026-07-19 10:10:54.743919+00:00
ACC-03951,Financial Services,North America,Closed Lost,770500.0,58,6,0.231,1,0,0.707,2.8,3,0,7,32,1,2026-07-19 10:10:54.743919+00:00
ACC-03952,Technology,India,Negotiation,84600.0,45,3,0.269,0,0,0.7,0.6,0,0,7,27,1,2026-07-19 10:10:54.743919+00:00
ACC-03953,Logistics,North America,Closed Lost,30600.0,25,3,0.515,1,0,0.411,3.1,0,0,3,17,0,2026-07-19 10:10:54.743919+00:00
ACC-03954,Financial Services,EMEA,Negotiation,245100.0,24,1,0.263,0,1,0.59,3.7,0,0,0,5,1,2026-07-19 10:10:54.743919+00:00
ACC-03955,Healthcare,APAC,Closed Lost,57800.0,21,4,0.476,1,1,0.664,0.8,4,0,7,9,1,2026-07-19 10:10:54.743919+00:00
ACC-03956,Technology,APAC,Proposal,89500.0,25,6,0.233,0,1,0.357,0.3,0,0,5,5,0,2026-07-19 10:10:54.743919+00:00
ACC-03957,Logistics,EMEA,Prospecting,60800.0,75,2,0.492,0,0,0.72,1.5,1,0,3,1,0,2026-07-19 10:10:54.743919+00:00
ACC-03958,Retail,India,Qualification,37000.0,54,5,0.371,1,0,0.462,3.6,1,1,10,25,0,2026-07-19 10:10:54.743919+00:00
ACC-03959,Financial Services,EMEA,Proposal,235300.0,34,6,0.414,1,1,0.944,5.0,4,1,2,33,1,2026-07-19 10:10:54.743919+00:00
ACC-03960,Financial Services,India,Qualification,70000.0,48,6,0.084,1,0,0.488,0.1,0,1,0,32,1,2026-07-19 10:10:54.743919+00:00
ACC-03961,Manufacturing,North America,Prospecting,17600.0,48,3,0.193,1,1,0.851,2.3,0,1,4,13,1,2026-07-19 10:10:54.743919+00:00
ACC-03962,Retail,APAC,Proposal,191200.0,78,4,0.205,0,1,0.708,0.9,1,1,1,49,0,2026-07-19 10:10:54.743919+00:00
ACC-03963,Financial Services,APAC,Closed Won,23200.0,32,0,0.127,0,0,0.78,1.6,0,1,9,28,1,2026-07-19 10:10:54.743919+00:00
ACC-03964,Manufacturing,North America,Prospecting,24700.0,43,3,0.267,1,1,0.931,2.3,2,1,4,7,1,2026-07-19 10:10:54.743919+00:00
ACC-03965,Financial Services,EMEA,Negotiation,413000.0,58,1,0.253,0,0,0.893,4.0,3,0,1,20,1,2026-07-19 10:10:54.743919+00:00
ACC-03966,Technology,EMEA,Proposal,23500.0,25,1,0.411,1,1,0.389,0.1,1,0,10,43,1,2026-07-19 10:10:54.743919+00:00
ACC-03967,Healthcare,EMEA,Closed Lost,10000.0,82,4,0.332,1,1,0.954,0.6,1,0,7,47,1,2026-07-19 10:10:54.743919+00:00
ACC-03968,Financial Services,EMEA,Closed Won,208400.0,57,4,0.4,1,0,0.397,2.9,1,1,8,13,1,2026-07-19 10:10:54.743919+00:00
ACC-03969,Manufacturing,EMEA,Negotiation,68600.0,21,2,0.39,1,0,0.521,1.7,0,0,2,30,0,2026-07-19 10:10:54.743919+00:00
ACC-03970,Retail,North America,Qualification,76000.0,97,2,0.317,1,0,0.666,0.7,6,1,3,11,1,2026-07-19 10:10:54.743919+00:00
ACC-03971,Logistics,North America,Prospecting,67700.0,73,8,0.121,0,0,0.953,0.2,2,0,0,19,1,2026-07-19 10:10:54.743919+00:00
ACC-03972,Manufacturing,EMEA,Qualification,130400.0,53,7,0.108,1,0,0.739,7.4,2,0,0,65,0,2026-07-19 10:10:54.743919+00:00
ACC-03973,Healthcare,North America,Negotiation,40000.0,10,3,0.509,0,0,0.912,1.4,1,1,0,16,1,2026-07-19 10:10:54.743919+00:00
ACC-03974,Technology,North America,Closed Won,580300.0,28,2,0.342,0,0,0.959,1.6,1,0,7,9,1,2026-07-19 10:10:54.743919+00:00
ACC-03975,Healthcare,APAC,Negotiation,16800.0,42,1,0.453,0,1,0.824,0.2,2,1,10,22,0,2026-07-19 10:10:54.743919+00:00
ACC-03976,Logistics,EMEA,Prospecting,168400.0,43,2,0.413,1,0,0.637,4.0,1,1,0,9,1,2026-07-19 10:10:54.743919+00:00
ACC-03977,Retail,APAC,Proposal,213300.0,40,6,0.172,0,1,0.572,14.6,1,0,2,27,1,2026-07-19 10:10:54.743919+00:00
ACC-03978,Manufacturing,EMEA,Qualification,39700.0,17,5,0.082,1,0,0.493,11.5,1,1,5,25,1,2026-07-19 10:10:54.743919+00:00
ACC-03979,Financial Services,EMEA,Prospecting,28900.0,33,8,0.302,1,0,0.655,1.1,2,1,1,12,1,2026-07-19 10:10:54.743919+00:00
ACC-03980,Retail,APAC,Prospecting,334600.0,35,4,0.354,1,1,0.334,9.7,0,1,9,7,1,2026-07-19 10:10:54.743919+00:00
ACC-03981,Technology,India,Prospecting,30100.0,8,1,0.26,0,1,0.46,1.6,1,1,10,11,0,2026-07-19 10:10:54.743919+00:00
ACC-03982,Technology,EMEA,Negotiation,47700.0,53,2,0.204,1,0,0.551,1.5,3,1,3,6,1,2026-07-19 10:10:54.743919+00:00
ACC-03983,Healthcare,EMEA,Prospecting,286300.0,87,4,0.111,1,0,0.897,5.3,0,0,5,18,1,2026-07-19 10:10:54.743919+00:00
ACC-03984,Healthcare,EMEA,Prospecting,102900.0,36,2,0.399,0,0,0.563,4.7,1,0,7,27,0,2026-07-19 10:10:54.743919+00:00
ACC-03985,Technology,North America,Closed Lost,11400.0,53,3,0.556,0,0,0.468,1.9,1,0,3,18,0,2026-07-19 10:10:54.743919+00:00
ACC-03986,Logistics,EMEA,Qualification,803300.0,21,3,0.202,0,0,0.848,1.8,1,0,3,29,0,2026-07-19 10:10:54.743919+00:00
ACC-03987,Financial Services,APAC,Prospecting,52300.0,47,8,0.314,0,0,0.96,10.4,4,1,0,21,1,2026-07-19 10:10:54.743919+00:00
ACC-03988,Retail,SEA,Prospecting,60900.0,47,0,0.614,0,1,0.842,1.6,3,1,9,3,0,2026-07-19 10:10:54.743919+00:00
ACC-03989,Healthcare,India,Prospecting,134200.0,69,11,0.323,1,1,0.388,5.9,1,1,9,4,1,2026-07-19 10:10:54.743919+00:00
ACC-03990,Technology,EMEA,Prospecting,209000.0,76,1,0.094,0,1,0.524,4.1,1,1,5,22,1,2026-07-19 10:10:54.743919+00:00
ACC-03991,Financial Services,North America,Prospecting,1038500.0,53,3,0.327,0,0,0.722,0.3,3,0,10,13,1,2026-07-19 10:10:54.743919+00:00
ACC-03992,Healthcare,North America,Proposal,13500.0,26,6,0.267,1,0,0.437,0.5,1,1,1,5,1,2026-07-19 10:10:54.743919+00:00
ACC-03993,Technology,APAC,Prospecting,266000.0,25,7,0.279,0,0,0.746,0.1,2,0,3,17,0,2026-07-19 10:10:54.743919+00:00
ACC-03994,Financial Services,APAC,Qualification,240800.0,76,2,0.199,0,1,0.465,0.1,1,0,4,25,0,2026-07-19 10:10:54.743919+00:00
ACC-03995,Retail,North America,Negotiation,83700.0,13,1,0.078,0,0,0.68,2.8,2,0,1,27,1,2026-07-19 10:10:54.743919+00:00
ACC-03996,Retail,APAC,Qualification,253900.0,18,5,0.374,1,1,0.795,0.2,3,1,6,14,1,2026-07-19 10:10:54.743919+00:00
ACC-03997,Healthcare,North America,Closed Won,302900.0,28,5,0.561,0,0,0.851,0.4,1,1,8,9,1,2026-07-19 10:10:54.743919+00:00
ACC-03998,Retail,SEA,Qualification,18800.0,51,8,0.394,0,0,0.86,0.8,2,0,8,12,0,2026-07-19 10:10:54.743919+00:00
ACC-03999,Retail,North America,Qualification,805900.0,85,2,0.071,0,0,0.842,2.4,2,1,6,28,0,2026-07-19 10:10:54.743919+00:00
ACC-04000,Financial Services,SEA,Negotiation,15200.0,89,5,0.299,0,1,0.396,0.8,2,0,5,26,0,2026-07-19 10:10:54.743919+00:00
ACC-04001,Manufacturing,SEA,Prospecting,25300.0,7,5,0.204,0,0,0.993,1.5,1,1,2,10,0,2026-07-19 10:10:54.743919+00:00
ACC-04002,Technology,APAC,Prospecting,72100.0,46,5,0.2,0,0,0.841,1.3,4,0,8,16,0,2026-07-19 10:10:54.743919+00:00
ACC-04003,Technology,EMEA,Proposal,994400.0,38,4,0.11,0,1,0.373,1.5,1,1,7,10,0,2026-07-19 10:10:54.743919+00:00
ACC-04004,Financial Services,APAC,Qualification,68200.0,23,2,0.228,0,1,0.788,7.9,2,0,5,51,0,2026-07-19 10:10:54.743919+00:00
ACC-04005,Financial Services,EMEA,Negotiation,95000.0,6,6,0.188,1,0,0.629,10.5,2,0,10,8,1,2026-07-19 10:10:54.743919+00:00
ACC-04006,Healthcare,APAC,Closed Won,550500.0,38,3,0.246,1,0,0.6,0.2,2,0,2,19,0,2026-07-19 10:10:54.743919+00:00
ACC-04007,Retail,APAC,Qualification,68800.0,18,4,0.306,1,1,0.774,0.4,2,0,0,9,1,2026-07-19 10:10:54.743919+00:00
ACC-04008,Retail,EMEA,Proposal,24000.0,50,1,0.237,1,1,0.418,0.2,1,0,9,21,0,2026-07-19 10:10:54.743919+00:00
ACC-04009,Manufacturing,APAC,Qualification,59800.0,40,2,0.203,0,1,1.0,1.5,4,0,5,9,0,2026-07-19 10:10:54.743919+00:00
ACC-04010,Financial Services,EMEA,Closed Lost,511400.0,10,6,0.42,1,1,0.681,5.7,1,1,2,13,1,2026-07-19 10:10:54.743919+00:00
ACC-04011,Financial Services,North America,Negotiation,107500.0,34,1,0.334,0,0,0.716,4.8,0,0,1,30,0,2026-07-19 10:10:54.743919+00:00
ACC-04012,Retail,APAC,Closed Won,1001300.0,14,2,0.136,1,0,0.598,1.3,0,1,4,23,1,2026-07-19 10:10:54.743919+00:00
ACC-04013,Manufacturing,North America,Prospecting,239300.0,44,0,0.143,1,1,0.724,4.2,4,1,4,9,1,2026-07-19 10:10:54.743919+00:00
ACC-04014,Financial Services,North America,Negotiation,45500.0,56,5,0.384,1,1,0.765,11.6,3,1,2,3,1,2026-07-19 10:10:54.743919+00:00
ACC-04015,Manufacturing,North America,Prospecting,105000.0,30,6,0.103,0,0,0.542,0.6,1,1,7,13,0,2026-07-19 10:10:54.743919+00:00
ACC-04016,Healthcare,North America,Prospecting,35500.0,74,3,0.267,0,1,0.623,10.0,0,0,8,18,0,2026-07-19 10:10:54.743919+00:00
ACC-04017,Technology,North America,Closed Lost,44300.0,45,3,0.236,1,0,0.479,4.4,4,1,3,15,1,2026-07-19 10:10:54.743919+00:00
ACC-04018,Technology,India,Prospecting,2000000.0,39,5,0.098,1,0,0.84,0.4,1,0,8,20,1,2026-07-19 10:10:54.743919+00:00
ACC-04019,Healthcare,North America,Closed Lost,335200.0,39,5,0.01,0,0,0.816,4.7,1,0,1,28,0,2026-07-19 10:10:54.743919+00:00
ACC-04020,Healthcare,EMEA,Prospecting,277400.0,34,6,0.365,1,0,0.868,0.3,1,0,9,14,1,2026-07-19 10:10:54.743919+00:00
ACC-04021,Retail,North America,Negotiation,46700.0,33,4,0.143,0,1,0.792,0.1,5,1,3,42,1,2026-07-19 10:10:54.743919+00:00
ACC-04022,Healthcare,India,Prospecting,649200.0,17,5,0.199,1,1,0.314,4.3,1,0,2,24,1,2026-07-19 10:10:54.743919+00:00
ACC-04023,Manufacturing,APAC,Qualification,369300.0,82,2,0.098,0,1,0.434,6.8,0,0,6,35,0,2026-07-19 10:10:54.743919+00:00
ACC-04024,Technology,APAC,Prospecting,944100.0,34,5,0.167,1,0,0.572,1.5,3,0,4,21,1,2026-07-19 10:10:54.743919+00:00
ACC-04025,Manufacturing,APAC,Proposal,890700.0,89,3,0.23,0,0,0.464,0.1,2,0,2,12,0,2026-07-19 10:10:54.743919+00:00
ACC-04026,Technology,APAC,Qualification,16700.0,55,1,0.222,0,1,0.672,2.7,3,1,7,10,1,2026-07-19 10:10:54.743919+00:00
ACC-04027,Retail,EMEA,Proposal,26100.0,36,7,0.155,1,0,0.929,0.8,2,0,3,20,1,2026-07-19 10:10:54.743919+00:00
ACC-04028,Financial Services,North America,Prospecting,29600.0,42,5,0.143,1,0,0.817,2.4,2,0,2,24,1,2026-07-19 10:10:54.743919+00:00
ACC-04029,Technology,SEA,Prospecting,31800.0,56,3,0.179,1,1,0.487,1.1,3,0,6,3,1,2026-07-19 10:10:54.743919+00:00
ACC-04030,Retail,APAC,Prospecting,145500.0,65,3,0.365,1,0,0.578,2.9,1,0,8,13,1,2026-07-19 10:10:54.743919+00:00
ACC-04031,Manufacturing,APAC,Qualification,50000.0,39,4,0.181,1,0,0.336,0.9,1,0,8,6,1,2026-07-19 10:10:54.743919+00:00
ACC-04032,Healthcare,EMEA,Negotiation,1187200.0,62,5,0.204,1,0,0.304,0.5,1,0,3,12,1,2026-07-19 10:10:54.743919+00:00
ACC-04033,Financial Services,APAC,Closed Won,970500.0,55,6,0.321,1,1,0.598,4.2,0,0,8,14,1,2026-07-19 10:10:54.743919+00:00
ACC-04034,Logistics,India,Prospecting,98000.0,56,5,0.202,0,1,0.81,2.3,1,1,8,7,1,2026-07-19 10:10:54.743919+00:00
ACC-04035,Financial Services,APAC,Proposal,1031400.0,62,2,0.236,1,1,0.903,1.1,2,0,4,12,1,2026-07-19 10:10:54.743919+00:00
ACC-04036,Logistics,EMEA,Negotiation,588800.0,27,3,0.293,1,0,0.602,3.0,2,0,3,21,1,2026-07-19 10:10:54.743919+00:00
ACC-04037,Logistics,North America,Prospecting,57500.0,77,4,0.211,0,0,0.426,1.0,0,0,6,4,0,2026-07-19 10:10:54.743919+00:00
ACC-04038,Technology,India,Qualification,10000.0,47,3,0.337,1,0,0.483,1.4,2,0,1,18,0,2026-07-19 10:10:54.743919+00:00
ACC-04039,Manufacturing,EMEA,Qualification,76000.0,65,5,0.157,0,0,0.612,1.4,2,0,2,3,1,2026-07-19 10:10:54.743919+00:00
ACC-04040,Manufacturing,North America,Prospecting,45500.0,39,4,0.159,1,0,0.755,0.8,1,0,1,11,0,2026-07-19 10:10:54.743919+00:00
ACC-04041,Technology,North America,Prospecting,126500.0,44,2,0.096,0,0,0.68,1.7,0,0,9,43,0,2026-07-19 10:10:54.743919+00:00
ACC-04042,Healthcare,APAC,Prospecting,109900.0,27,1,0.184,1,0,0.888,5.1,1,0,4,10,0,2026-07-19 10:10:54.743919+00:00
ACC-04043,Retail,SEA,Proposal,106500.0,20,4,0.145,0,1,0.313,10.6,2,1,8,28,1,2026-07-19 10:10:54.743919+00:00
ACC-04044,Manufacturing,North America,Prospecting,185100.0,35,2,0.392,0,1,0.994,0.7,0,0,9,5,0,2026-07-19 10:10:54.743919+00:00
ACC-04045,Retail,APAC,Prospecting,23000.0,57,4,0.217,1,0,0.95,8.4,2,1,3,45,1,2026-07-19 10:10:54.743919+00:00
ACC-04046,Retail,North America,Qualification,161700.0,27,4,0.279,0,1,0.405,1.0,3,0,10,12,1,2026-07-19 10:10:54.743919+00:00
ACC-04047,Healthcare,APAC,Prospecting,58200.0,13,6,0.224,1,0,0.334,1.9,2,0,0,9,0,2026-07-19 10:10:54.743919+00:00
ACC-04048,Manufacturing,EMEA,Prospecting,125500.0,70,3,0.415,1,1,0.732,0.3,0,0,0,45,1,2026-07-19 10:10:54.743919+00:00
ACC-04049,Technology,SEA,Closed Won,311400.0,18,7,0.518,0,0,0.805,2.8,1,1,6,27,1,2026-07-19 10:10:54.743919+00:00
ACC-04050,Healthcare,APAC,Prospecting,22700.0,47,5,0.313,0,0,0.633,2.1,4,1,3,24,0,2026-07-19 10:10:54.743919+00:00
ACC-04051,Logistics,India,Proposal,70400.0,95,2,0.117,1,0,0.495,3.4,0,1,0,22,1,2026-07-19 10:10:54.743919+00:00
ACC-04052,Manufacturing,APAC,Qualification,85600.0,170,2,0.517,1,0,0.747,2.8,2,1,2,20,1,2026-07-19 10:10:54.743919+00:00
ACC-04053,Technology,North America,Proposal,53300.0,36,1,0.498,0,0,0.745,12.0,1,0,3,8,1,2026-07-19 10:10:54.743919+00:00
ACC-04054,Manufacturing,APAC,Proposal,290600.0,71,4,0.297,0,1,0.404,4.4,1,1,0,14,0,2026-07-19 10:10:54.743919+00:00
ACC-04055,Technology,EMEA,Prospecting,41600.0,47,5,0.379,1,0,0.86,10.1,4,0,10,11,1,2026-07-19 10:10:54.743919+00:00
ACC-04056,Financial Services,SEA,Negotiation,50700.0,21,7,0.455,1,0,0.825,2.2,2,0,6,11,1,2026-07-19 10:10:54.743919+00:00
ACC-04057,Technology,India,Qualification,42100.0,34,0,0.161,1,0,0.359,1.0,0,0,10,50,0,2026-07-19 10:10:54.743919+00:00
ACC-04058,Financial Services,North America,Negotiation,366000.0,29,0,0.136,1,0,0.624,2.3,1,0,10,4,1,2026-07-19 10:10:54.743919+00:00
ACC-04059,Technology,North America,Qualification,54700.0,70,2,0.301,1,0,0.575,1.9,1,1,8,10,1,2026-07-19 10:10:54.743919+00:00
ACC-04060,Logistics,North America,Closed Lost,171500.0,93,3,0.121,1,0,0.624,1.7,0,1,3,8,0,2026-07-19 10:10:54.743919+00:00
ACC-04061,Healthcare,SEA,Negotiation,1056900.0,31,1,0.122,0,1,0.623,1.5,1,0,4,13,0,2026-07-19 10:10:54.743919+00:00
ACC-04062,Healthcare,India,Closed Lost,90200.0,13,7,0.401,1,1,0.667,5.0,1,1,7,39,1,2026-07-19 10:10:54.743919+00:00
ACC-04063,Technology,India,Qualification,374900.0,43,5,0.157,0,1,0.494,4.1,0,0,2,13,0,2026-07-19 10:10:54.743919+00:00
ACC-04064,Healthcare,APAC,Qualification,733500.0,22,6,0.333,0,0,0.629,3.1,0,0,0,15,0,2026-07-19 10:10:54.743919+00:00
ACC-04065,Technology,APAC,Negotiation,338600.0,19,5,0.026,0,1,0.37,3.1,0,0,1,16,0,2026-07-19 10:10:54.743919+00:00
ACC-04066,Financial Services,APAC,Closed Won,96700.0,26,5,0.329,1,1,0.424,1.4,4,0,7,19,0,2026-07-19 10:10:54.743919+00:00
ACC-04067,Financial Services,North America,Closed Lost,213300.0,24,4,0.648,0,0,0.362,1.7,4,0,1,35,0,2026-07-19 10:10:54.743919+00:00
ACC-04068,Logistics,APAC,Qualification,21100.0,49,6,0.649,0,1,0.43,0.5,1,1,10,16,0,2026-07-19 10:10:54.743919+00:00
ACC-04069,Manufacturing,North America,Negotiation,38700.0,56,5,0.212,1,0,0.303,2.6,0,1,7,35,0,2026-07-19 10:10:54.743919+00:00
ACC-04070,Technology,North America,Prospecting,47800.0,46,2,0.363,1,0,0.326,0.5,2,0,8,28,0,2026-07-19 10:10:54.743919+00:00
ACC-04071,Healthcare,India,Qualification,1452400.0,22,5,0.245,0,0,0.858,7.4,2,0,10,15,1,2026-07-19 10:10:54.743919+00:00
ACC-04072,Manufacturing,India,Prospecting,37200.0,23,4,0.371,0,0,0.439,1.6,4,0,0,4,0,2026-07-19 10:10:54.743919+00:00
ACC-04073,Manufacturing,APAC,Qualification,36600.0,38,6,0.306,1,1,0.664,0.1,2,0,5,11,0,2026-07-19 10:10:54.743919+00:00
ACC-04074,Manufacturing,APAC,Closed Won,28200.0,32,3,0.182,1,0,0.559,0.0,4,0,4,24,1,2026-07-19 10:10:54.743919+00:00
ACC-04075,Manufacturing,APAC,Prospecting,193300.0,40,4,0.598,0,0,0.53,3.4,2,1,3,1,1,2026-07-19 10:10:54.743919+00:00
