account_id,deal_size_log,days_in_stage,num_meetings,email_open_rate,champion_identified,competitor_present,product_fit_score,account_tenure_yrs,prev_purchases,exec_sponsor,nps_score,days_since_contact,meetings_per_day,engagement_score,stage_weight,industry_score,contact_lapsed,high_value_deal,champion_and_sponsor,converted
ACC-02940,12.027549864243364,15,2,0.135,1,0,0.627,15.0,0,0,8,16,0.125,0.3605,1,0.75,0,0,0,1
ACC-03051,12.57487722707543,52,5,0.082,0,0,0.964,5.6,1,1,8,16,0.09433962264150944,0.4646,5,0.65,0,0,0,0
ACC-03374,12.979187915595174,6,4,0.381,0,0,0.851,2.4,2,0,8,16,0.5714285714285714,0.5143,3,0.6,0,0,0,1
ACC-03686,13.523018268278575,40,3,0.327,0,0,0.869,1.9,0,1,8,16,0.07317073170731707,0.4581,1,0.6,0,1,0,0
ACC-03878,11.588042213851855,37,7,0.353,1,0,0.876,5.1,2,0,8,16,0.18421052631578946,0.6259,2,0.8,0,0,0,1
ACC-04002,11.185823192802378,46,5,0.2,0,0,0.841,1.3,4,0,8,16,0.10638297872340426,0.5,1,0.8,0,0,0,0
ACC-04259,10.521399202410167,60,5,0.031,0,0,0.387,5.4,3,0,8,16,0.08196721311475409,0.44930000000000003,1,0.55,0,0,0,1
ACC-04754,14.096772817443766,137,2,0.461,1,0,0.827,2.1,1,0,8,16,0.014492753623188406,0.4583,2,0.55,0,1,0,0
ACC-00069,11.034905792929415,72,4,0.428,0,0,0.658,0.8,0,1,8,17,0.0547945205479452,0.5284,2,0.75,0,0,0,1
ACC-00167,11.01206667357142,41,4,0.159,1,0,0.705,7.6,2,1,8,17,0.09523809523809523,0.4477,2,0.65,0,0,1,1
ACC-00233,11.485564545613576,46,9,0.334,0,0,0.479,1.0,2,0,8,17,0.19148936170212766,0.7001999999999999,4,0.6,0,0,0,0
ACC-00305,13.851650569085855,52,7,0.447,0,1,0.806,1.8,2,0,8,17,0.1320754716981132,0.6541,1,0.8,0,1,0,1
ACC-00436,11.39302644219128,73,4,0.302,1,0,0.351,1.5,0,0,8,17,0.05405405405405406,0.4906,2,0.8,0,0,0,0
ACC-00863,12.90669432231532,78,7,0.264,0,0,0.707,7.5,0,0,8,17,0.08860759493670886,0.5992,1,0.55,0,0,0,0
ACC-01436,11.400887146781374,39,5,0.151,0,0,0.962,1.4,3,0,8,17,0.125,0.4853,2,0.75,0,0,0,0
ACC-01946,9.210440366976517,16,3,0.379,0,0,0.814,5.1,0,0,8,17,0.17647058823529413,0.4737,4,0.55,0,0,0,1
ACC-02294,10.454523783963511,42,2,0.307,0,0,0.792,2.1,0,0,8,17,0.046511627906976744,0.4121,2,0.55,0,0,0,0
ACC-02315,11.316922746420394,33,6,0.224,1,1,0.928,0.5,1,1,8,17,0.17647058823529413,0.5471999999999999,3,0.5,0,0,1,1
ACC-02461,12.212059687374296,55,5,0.163,0,0,0.697,0.2,1,0,8,17,0.08928571428571429,0.4889,1,0.5,0,0,0,0
ACC-02690,11.982935344196433,61,2,0.354,1,0,0.45,4.7,3,1,8,17,0.03225806451612903,0.42619999999999997,2,0.55,0,0,1,1
ACC-02883,12.54895642705646,89,4,0.493,1,0,0.696,6.8,2,0,8,17,0.044444444444444446,0.5479,3,0.65,0,0,0,0
ACC-03200,10.003378135350923,16,2,0.436,1,0,0.646,4.8,0,0,8,17,0.11764705882352941,0.4508,1,0.55,0,0,0,0
ACC-03319,10.866680954096502,68,2,0.418,1,1,0.594,4.7,0,1,8,17,0.028985507246376812,0.44539999999999996,5,0.8,0,0,1,1
ACC-03529,12.363934999991463,24,3,0.354,0,0,0.521,6.3,0,0,8,17,0.12,0.46619999999999995,2,0.5,0,0,0,1
ACC-03918,11.847259703415569,34,7,0.381,1,0,0.495,0.8,1,1,8,17,0.2,0.6343000000000001,3,0.65,0,0,1,1
ACC-03925,12.791080452981857,68,6,0.316,0,1,0.443,0.7,0,0,8,17,0.08695652173913043,0.5748,3,0.5,0,0,0,1
ACC-04160,12.554970929480584,12,7,0.241,0,0,0.638,0.2,2,0,8,17,0.5384615384615384,0.5923,1,0.6,0,0,0,0
ACC-04471,11.293537353157436,47,7,0.257,0,0,0.918,0.9,2,1,8,17,0.14583333333333334,0.5971,5,0.5,0,0,0,1
ACC-04599,11.6172944892629,32,5,0.093,0,0,0.992,0.0,2,0,8,17,0.15151515151515152,0.4679,2,0.55,0,0,0,1
ACC-00112,10.813780332606648,75,4,0.206,1,0,0.39,2.9,3,1,8,18,0.05263157894736842,0.4618,1,0.75,0,0,1,1
ACC-00681,11.493752839181418,47,5,0.312,0,0,0.563,5.6,4,0,8,18,0.10416666666666667,0.5336000000000001,2,0.8,0,0,0,1
ACC-00815,9.758519582283522,27,1,0.156,1,0,0.916,0.0,2,0,8,18,0.03571428571428571,0.3268,3,0.8,0,0,0,0
ACC-00883,14.508658238524095,12,3,0.472,1,0,0.918,0.3,3,0,8,18,0.23076923076923078,0.5015999999999999,2,0.75,0,1,0,1
ACC-01129,12.729916167577448,87,3,0.027,0,1,0.663,3.1,2,1,8,18,0.03409090909090909,0.3681,2,0.55,0,0,0,0
ACC-01441,11.211833885608513,47,3,0.062,1,0,0.572,2.9,0,0,8,18,0.0625,0.3786,1,0.5,0,0,0,0
ACC-02031,10.31231367277647,74,4,0.314,0,1,0.69,0.1,0,0,8,18,0.05333333333333334,0.4942,2,0.75,0,0,0,0
ACC-02075,11.439289689006644,91,6,0.147,0,0,0.311,2.7,0,0,8,18,0.06521739130434782,0.5241,2,0.8,0,0,0,0
ACC-02752,11.80036500801413,23,2,0.644,0,0,0.921,1.4,2,1,8,18,0.08333333333333333,0.5132,1,0.6,0,0,0,1
ACC-02872,10.571342565808699,14,5,0.016,0,0,0.866,6.3,3,0,8,18,0.3333333333333333,0.4448,5,0.5,0,0,0,1
ACC-04016,10.477316144080852,74,3,0.267,0,1,0.623,10.0,0,0,8,18,0.04,0.4401,1,0.65,0,0,0,0
ACC-04657,11.675902789388996,43,8,0.072,0,0,0.472,1.2,5,1,8,18,0.18181818181818182,0.5816,3,0.8,0,0,0,1
ACC-00025,12.062208048765859,20,5,0.167,1,0,0.507,3.5,0,0,8,19,0.23809523809523808,0.4901,3,0.55,0,0,0,1
ACC-00082,9.332646496360152,29,5,0.469,0,1,0.956,1.2,0,0,8,19,0.16666666666666666,0.5807,3,0.6,0,0,0,0
ACC-00421,11.80036500801413,108,3,0.537,0,0,0.945,0.5,1,0,8,19,0.027522935779816515,0.5211,1,0.8,0,0,0,1
ACC-01632,11.532737896139919,75,4,0.478,0,0,0.806,0.4,2,1,8,19,0.05263157894736842,0.5434,5,0.65,0,0,0,1
ACC-02499,9.210440366976517,56,5,0.097,1,0,0.61,0.8,0,0,8,19,0.08771929824561403,0.4691,4,0.5,0,0,0,0
ACC-02521,10.680539205318292,43,3,0.378,1,0,0.539,0.6,1,1,8,19,0.06818181818181818,0.4734,1,0.6,0,0,1,1
ACC-02961,11.753523791492476,18,6,0.236,0,1,0.855,1.7,3,1,8,19,0.3157894736842105,0.5508,1,0.75,0,0,0,0
ACC-03866,9.820160289946374,27,7,0.73,0,0,0.363,0.3,3,0,8,19,0.25,0.739,3,0.55,0,0,0,1
ACC-04159,10.666650414667744,65,2,0.446,1,0,0.391,1.7,2,1,8,19,0.030303030303030304,0.4538,4,0.5,0,0,1,1
ACC-04561,11.867805799560465,132,6,0.082,0,0,0.585,2.9,0,0,8,19,0.045112781954887216,0.5045999999999999,3,0.8,0,0,0,0
ACC-00147,10.34177474101152,60,8,0.454,0,0,0.682,0.3,1,1,8,20,0.13114754098360656,0.6961999999999999,4,0.6,0,0,0,1
ACC-00390,10.980212041446208,47,3,0.402,0,0,0.418,0.5,1,0,8,20,0.0625,0.48059999999999997,5,0.8,0,0,0,0
ACC-00509,9.210440366976517,38,4,0.033,1,0,0.797,0.2,1,0,8,20,0.10256410256410256,0.4099,3,0.5,0,0,0,1
ACC-00912,10.74507628970625,21,5,0.153,0,1,0.549,1.0,0,1,8,20,0.22727272727272727,0.4859,3,0.65,0,0,0,1
ACC-01705,12.26528921768626,71,5,0.321,0,0,0.784,1.1,0,1,8,20,0.06944444444444445,0.5363,1,0.55,0,0,0,0
ACC-02186,13.803135299348881,55,7,0.217,1,0,0.504,1.2,3,0,8,20,0.125,0.5851,3,0.5,0,1,0,1
ACC-03243,11.05723491317159,38,4,0.687,0,1,0.88,2.8,3,0,8,20,0.10256410256410256,0.6061,1,0.6,0,0,0,1
ACC-04018,14.508658238524095,39,5,0.098,1,0,0.84,0.4,1,0,8,20,0.125,0.46940000000000004,1,0.8,0,1,0,1
ACC-00032,12.733463308313716,38,10,0.235,1,1,0.578,1.2,3,0,8,21,0.2564102564102564,0.7105,0,0.75,0,0,0,0
ACC-00262,12.124868013083418,56,7,0.486,1,1,0.658,3.4,3,1,8,21,0.12280701754385964,0.6658,3,0.5,0,0,1,1
ACC-00343,11.408686542313973,89,5,0.114,1,0,0.427,11.2,3,0,8,21,0.05555555555555555,0.4742,1,0.75,0,0,0,1
ACC-00824,13.162739192401302,40,1,0.146,1,0,0.712,1.9,2,0,8,21,0.024390243902439025,0.3238,1,0.55,0,1,0,1
ACC-01115,11.611874470755124,119,2,0.309,0,1,0.499,2.8,2,0,8,21,0.016666666666666666,0.41269999999999996,3,0.6,0,0,0,0
ACC-02087,13.44864241082413,75,7,0.253,1,0,0.382,0.9,2,0,8,21,0.09210526315789473,0.5959,3,0.75,0,1,0,1
ACC-02683,11.51493344762302,80,4,0.378,1,0,0.64,2.8,3,0,8,21,0.04938271604938271,0.5134,2,0.75,0,0,0,1
ACC-03647,12.799954585333216,67,3,0.105,0,0,0.424,1.6,1,0,8,21,0.04411764705882353,0.39149999999999996,3,0.55,0,0,0,1
ACC-04436,12.528884140515583,79,5,0.068,1,0,0.859,1.3,2,0,8,21,0.0625,0.46040000000000003,2,0.65,0,0,0,1
ACC-00830,13.437759347423624,22,4,0.192,0,1,0.687,1.3,1,0,8,22,0.17391304347826086,0.4576,2,0.55,1,1,0,0
ACC-01023,9.60918360377546,25,3,0.236,0,0,0.406,2.6,1,0,8,22,0.11538461538461539,0.43079999999999996,5,0.5,1,0,0,0
ACC-01589,11.346882686945893,52,4,0.605,0,1,0.374,8.6,2,0,8,22,0.07547169811320754,0.5815,4,0.55,1,0,0,0
ACC-02142,12.383385848096506,79,7,0.35,1,1,0.996,0.8,1,0,8,22,0.0875,0.625,0,0.6,1,0,0,1
ACC-02549,12.402054638915242,35,7,0.304,0,0,0.302,4.7,2,1,8,22,0.19444444444444445,0.6112,3,0.55,1,0,0,1
ACC-02576,9.942756341456828,31,3,0.373,0,1,0.954,5.0,1,1,8,22,0.09375,0.4719,2,0.6,1,0,0,1
ACC-04091,9.588845298501564,16,6,0.138,0,0,0.325,6.1,1,1,8,22,0.35294117647058826,0.5214,0,0.8,1,0,0,1
ACC-04472,10.61890979160975,51,4,0.596,1,0,0.704,0.5,0,0,8,22,0.07692307692307693,0.5788,0,0.5,1,0,0,1
ACC-04605,12.073118229279908,21,0,0.421,0,0,0.996,6.4,1,1,8,22,0.0,0.36629999999999996,4,0.8,1,0,0,1
ACC-00352,10.454523783963511,57,2,0.334,0,1,0.722,0.5,1,0,8,23,0.034482758620689655,0.4202,3,0.8,1,0,0,0
ACC-00814,11.06977406588073,21,1,0.308,1,0,0.366,0.4,2,0,8,23,0.045454545454545456,0.37239999999999995,4,0.5,1,0,0,1
ACC-02793,13.058146937726288,95,1,0.345,0,0,0.73,3.6,1,0,8,23,0.010416666666666666,0.38349999999999995,4,0.6,1,0,0,1
ACC-02796,14.178834051236166,54,0,0.318,0,1,0.567,0.2,3,0,8,23,0.0,0.3354,0,0.6,1,1,0,1
ACC-03212,9.898525260706313,11,2,0.079,1,0,0.362,10.1,0,1,8,23,0.16666666666666666,0.3437,1,0.6,1,0,1,1
ACC-04410,9.711176264112805,22,5,0.149,0,0,0.414,4.2,4,0,8,23,0.21739130434782608,0.4847,2,0.6,1,0,0,1
ACC-04452,11.068215243411098,7,5,0.256,1,0,0.38,5.7,3,0,8,23,0.625,0.5167999999999999,1,0.6,1,0,0,0
ACC-04791,11.83138646878959,18,4,0.091,0,0,0.727,3.7,3,0,8,23,0.21052631578947367,0.4273,2,0.75,1,0,0,1
ACC-00215,11.892053442342334,75,1,0.306,1,1,0.902,1.9,4,0,8,24,0.013157894736842105,0.3718,5,0.8,1,0,0,1
ACC-02772,12.535020214140818,19,6,0.51,0,0,0.3,3.0,2,0,8,24,0.3,0.633,3,0.65,1,0,0,1
ACC-03708,9.729193687429403,25,6,0.114,1,1,0.824,11.5,0,1,8,24,0.23076923076923078,0.5142,1,0.65,1,0,1,1
ACC-04109,12.298200494359103,37,6,0.174,1,0,0.601,5.2,0,1,8,24,0.15789473684210525,0.5322,4,0.8,1,0,1,1
ACC-04359,11.939506063682469,43,6,0.203,0,1,0.878,0.3,2,0,8,24,0.13636363636363635,0.5408999999999999,5,0.6,1,0,0,0
ACC-00385,9.83633227734872,48,3,0.139,1,0,0.444,3.1,1,0,8,25,0.061224489795918366,0.4017,5,0.8,1,0,0,1
ACC-00618,9.770013301136158,110,5,0.213,1,0,0.683,10.0,0,0,8,25,0.04504504504504504,0.5039,5,0.65,1,0,0,0
ACC-00985,13.215491177549588,58,8,0.241,1,1,0.968,0.5,3,0,8,25,0.13559322033898305,0.6323,1,0.8,1,1,0,1
ACC-01022,10.094149233605084,39,5,0.451,0,0,0.516,2.6,1,0,8,25,0.125,0.5753,1,0.65,1,0,0,0
ACC-01777,13.680150064983708,77,0,0.381,0,0,0.387,2.6,2,0,8,25,0.0,0.3543,1,0.6,1,1,0,0
ACC-02203,12.38756469170864,97,2,0.1,0,0,0.535,0.8,3,0,8,25,0.02040816326530612,0.35,1,0.55,1,0,0,1
ACC-02570,10.793454842740767,56,6,0.138,0,1,0.816,0.8,4,1,8,25,0.10526315789473684,0.5214,1,0.5,1,0,0,0
ACC-03056,12.695881965792886,1,5,0.162,1,1,0.748,1.5,1,0,8,25,2.5,0.48860000000000003,3,0.5,1,0,0,1
ACC-03528,11.237185138527495,7,3,0.075,1,0,0.463,0.3,3,0,8,25,0.375,0.38249999999999995,1,0.8,1,0,0,1
ACC-03850,10.851296331126829,6,2,0.469,0,0,0.983,0.2,1,0,8,25,0.2857142857142857,0.4607,1,0.75,1,0,0,0
ACC-03886,12.15109361980364,56,5,0.019,1,1,0.329,1.6,2,1,8,25,0.08771929824561403,0.4457,5,0.5,1,0,1,1
ACC-04639,10.529452721013085,42,9,0.309,0,1,0.529,0.3,1,0,8,25,0.20930232558139536,0.6927,3,0.8,1,0,0,0
ACC-02239,11.437134538982278,37,2,0.07,1,0,0.613,2.4,1,1,8,26,0.05263157894736842,0.34099999999999997,2,0.75,1,0,1,1
ACC-02787,12.69771850797869,42,1,0.401,1,1,0.531,2.4,0,0,8,26,0.023255813953488372,0.4003,1,0.5,1,0,0,1
ACC-00118,12.051761119434515,36,0,0.295,0,0,0.441,1.0,0,0,8,27,0.0,0.3285,3,0.75,1,0,0,0
ACC-00307,10.247112717290387,62,5,0.106,0,0,0.468,1.6,2,1,8,27,0.07936507936507936,0.4718,5,0.55,1,0,0,1
ACC-00989,12.164734893029634,24,9,0.274,0,0,0.849,6.9,0,0,8,27,0.36,0.6821999999999999,5,0.65,1,0,0,0
ACC-04194,12.693427984358877,53,2,0.402,1,0,0.792,0.1,1,0,8,27,0.037037037037037035,0.4406,4,0.8,1,0,0,1
ACC-04252,10.995427631436174,12,7,0.507,1,1,0.724,1.5,0,0,8,27,0.5384615384615384,0.6721,4,0.75,1,0,0,1
ACC-02505,11.894104711087113,33,2,0.36,0,1,0.968,1.5,3,1,8,28,0.058823529411764705,0.428,2,0.65,1,0,0,0
ACC-03095,11.33381076072374,38,4,0.261,1,0,0.368,1.0,4,0,8,28,0.10256410256410256,0.4783,5,0.75,1,0,0,0
ACC-03465,10.623787731088578,36,4,0.251,0,0,0.462,1.3,1,0,8,28,0.10810810810810811,0.4753,3,0.75,1,0,0,0
ACC-04043,11.575909653758895,20,4,0.145,0,1,0.313,10.6,2,1,8,28,0.19047619047619047,0.4435,3,0.55,1,0,0,1
ACC-04070,10.774801838762809,46,2,0.363,1,0,0.326,0.5,2,0,8,28,0.0425531914893617,0.4289,1,0.8,1,0,0,0
ACC-04255,11.247670025080003,38,2,0.138,1,0,0.506,1.3,1,0,8,28,0.05128205128205128,0.3614,4,0.75,1,0,0,1
ACC-04500,12.426416280735053,26,0,0.271,1,0,0.979,6.8,3,0,8,28,0.0,0.3213,2,0.55,1,0,0,1
ACC-04526,9.798182590890704,31,5,0.073,1,0,0.677,1.0,0,0,8,28,0.15625,0.4619,2,0.55,1,0,0,0
ACC-04540,12.621821362281626,94,3,0.732,1,0,0.739,0.1,3,1,8,28,0.031578947368421054,0.5796,2,0.75,1,0,1,1
ACC-00893,13.825758864220342,14,4,0.292,1,0,0.326,0.7,3,0,8,29,0.26666666666666666,0.4876,4,0.8,1,1,0,1
ACC-01189,10.709985739582528,37,4,0.827,1,1,0.677,6.9,2,1,8,29,0.10526315789473684,0.6481,1,0.65,1,0,1,1
ACC-01682,11.307142836927456,40,4,0.425,1,1,0.542,1.7,1,1,8,29,0.0975609756097561,0.5275,1,0.5,1,0,1,1
ACC-01807,12.895967041517792,72,1,0.562,1,1,0.964,2.7,0,1,8,29,0.0136986301369863,0.4486,3,0.6,1,0,1,1
ACC-01888,10.795506083434564,11,3,0.286,1,0,0.799,8.8,0,0,8,29,0.25,0.4458,1,0.65,1,0,0,1
ACC-04890,11.3373928113354,26,2,0.065,1,0,0.451,0.6,2,1,8,29,0.07407407407407407,0.3395,5,0.6,1,0,1,1
ACC-00787,9.6678285081515,63,1,0.045,1,0,0.951,3.9,2,0,8,30,0.015625,0.2935,1,0.6,1,0,0,1
ACC-02114,11.793590475326612,53,6,0.27,1,0,0.847,1.4,1,0,8,30,0.1111111111111111,0.5609999999999999,4,0.8,1,0,0,1
ACC-02608,11.792834908653468,44,1,0.184,1,1,0.962,0.0,2,0,8,30,0.022222222222222223,0.3352,5,0.65,1,0,0,1
ACC-02735,13.08549397774559,40,4,0.246,1,1,0.79,4.2,0,1,8,30,0.0975609756097561,0.4738,1,0.5,1,0,1,0
ACC-04181,10.918736348043124,67,5,0.173,0,0,0.619,1.2,3,1,8,30,0.07352941176470588,0.4919,1,0.55,1,0,0,1
ACC-04834,12.766548063877478,83,2,0.148,0,0,0.604,0.2,2,0,8,30,0.023809523809523808,0.3644,2,0.75,1,0,0,0
ACC-04876,9.392745258631441,32,0,0.328,1,1,0.594,0.6,3,1,8,30,0.0,0.3384,3,0.6,1,0,1,1
ACC-00574,10.898607948952096,60,5,0.007,0,1,0.545,4.7,0,0,8,31,0.08196721311475409,0.4421,2,0.6,1,0,0,0
ACC-01158,12.448630513463613,34,5,0.353,1,1,0.688,0.0,2,0,8,31,0.14285714285714285,0.5459,1,0.8,1,0,0,0
ACC-00104,10.502351525774941,38,3,0.397,1,0,0.89,8.2,4,1,8,32,0.07692307692307693,0.47909999999999997,2,0.55,1,0,1,1
ACC-01482,9.539716058977092,23,8,0.374,0,0,0.398,0.3,1,0,8,32,0.3333333333333333,0.6722,2,0.75,1,0,0,0
ACC-01728,12.413497299759758,53,1,0.083,1,0,0.561,6.6,1,0,8,32,0.018518518518518517,0.3049,3,0.5,1,0,0,1
ACC-02175,11.230575816507569,59,2,0.527,0,0,0.557,4.0,3,0,8,32,0.03333333333333333,0.47809999999999997,3,0.65,1,0,0,1
ACC-02568,11.665655135642039,10,3,0.172,1,1,0.484,7.5,2,0,8,32,0.2727272727272727,0.41159999999999997,1,0.65,1,0,0,0
ACC-04355,11.495789479023493,73,1,0.133,0,0,0.455,4.2,1,0,8,32,0.013513513513513514,0.31989999999999996,1,0.6,1,0,0,0
ACC-04568,11.51293546492023,42,4,0.883,1,1,0.496,4.1,1,0,8,33,0.09302325581395349,0.6648999999999999,5,0.65,1,0,0,0
ACC-01087,13.589614471899637,28,6,0.266,0,1,0.349,0.5,1,1,8,34,0.20689655172413793,0.5598,5,0.6,1,1,0,1
ACC-01199,11.660491657418318,43,4,0.281,1,0,0.385,2.4,4,0,8,34,0.09090909090909091,0.4843,2,0.8,1,0,0,1
ACC-02813,10.70101727068921,32,4,0.134,0,0,0.411,5.3,1,1,8,34,0.12121212121212122,0.4402,1,0.6,1,0,0,1
ACC-02964,11.530775206233024,31,3,0.565,1,1,0.62,3.1,1,0,8,34,0.09375,0.5295,1,0.5,1,0,0,1
ACC-04970,11.532737896139919,164,5,0.116,0,0,0.743,5.7,2,0,8,34,0.030303030303030304,0.4748,3,0.55,1,0,0,0
ACC-00040,10.146472946063877,79,6,0.085,1,0,0.415,0.4,4,1,8,35,0.075,0.5055000000000001,1,0.55,1,0,1,1
ACC-01367,10.87806606028079,32,4,0.148,0,1,0.372,0.7,1,0,8,35,0.12121212121212122,0.4444,2,0.8,1,0,0,0
ACC-01506,10.594156665220533,99,6,0.02,0,0,0.603,1.8,1,0,8,35,0.06,0.486,4,0.55,1,0,0,1
ACC-01561,11.281006017883909,41,3,0.415,1,0,0.809,2.7,1,0,8,35,0.07142857142857142,0.4845,2,0.55,1,0,0,1
ACC-01707,13.55167651389974,9,5,0.168,0,1,0.657,0.7,1,1,8,35,0.5,0.4904,0,0.6,1,1,0,0
ACC-02403,11.055656405795794,96,4,0.174,1,0,0.698,1.5,0,1,8,35,0.041237113402061855,0.4522,2,0.55,1,0,1,1
ACC-04154,12.858660817819281,62,2,0.369,0,0,0.579,2.2,1,0,8,35,0.031746031746031744,0.43069999999999997,1,0.55,1,0,0,0
ACC-04261,11.636036503798104,77,6,0.272,0,0,0.949,1.2,2,0,8,35,0.07692307692307693,0.5616,2,0.75,1,0,0,1
ACC-04444,10.30229722897745,44,3,0.106,1,0,0.672,6.5,1,0,8,35,0.06666666666666667,0.3918,4,0.55,1,0,0,0
ACC-01985,13.832270325159609,49,4,0.302,1,0,0.787,0.9,0,0,8,36,0.08,0.4906,2,0.75,1,1,0,0
ACC-03632,11.300981463909618,28,6,0.301,1,1,0.634,1.1,3,1,8,36,0.20689655172413793,0.5703,1,0.75,1,0,1,1
ACC-00464,10.764286715905591,54,2,0.099,0,0,0.762,4.7,3,1,8,37,0.03636363636363636,0.3497,5,0.6,1,0,0,0
ACC-01131,10.757924157061597,45,1,0.506,1,0,0.845,5.9,2,0,8,37,0.021739130434782608,0.43179999999999996,4,0.8,1,0,0,1
ACC-01965,10.515993929932415,7,7,0.52,0,1,0.529,0.9,0,0,8,37,0.875,0.676,2,0.6,1,0,0,0
ACC-04548,12.87030838926236,50,3,0.106,1,0,0.436,1.7,2,0,8,37,0.058823529411764705,0.3918,3,0.6,1,0,0,1
ACC-00200,12.08954444723597,116,2,0.263,0,1,0.364,4.5,0,1,8,38,0.017094017094017096,0.3989,1,0.8,1,0,0,1
ACC-00921,13.86705976960221,32,9,0.133,1,0,0.786,3.5,0,1,8,38,0.2727272727272727,0.6398999999999999,3,0.8,1,1,1,1
ACC-01002,9.741027444837728,38,4,0.446,0,0,0.864,0.8,0,1,8,38,0.10256410256410256,0.5338,1,0.6,1,0,0,0
ACC-02017,11.672498559754418,60,6,0.131,1,0,0.603,0.7,0,0,8,38,0.09836065573770492,0.5193,1,0.65,1,0,0,0
ACC-01902,11.968456114085114,25,4,0.338,1,1,0.582,1.7,1,1,8,39,0.15384615384615385,0.5014000000000001,0,0.75,1,0,1,1
ACC-03599,11.703554089007538,101,2,0.096,0,1,0.514,0.2,2,1,8,39,0.0196078431372549,0.3488,1,0.55,1,0,0,0
ACC-03701,11.375971077721223,35,4,0.137,0,1,0.434,0.8,2,1,8,39,0.1111111111111111,0.4411,0,0.6,1,0,0,0
ACC-04139,10.96302978336854,58,3,0.19,0,0,0.965,3.7,0,0,8,39,0.05084745762711865,0.417,3,0.6,1,0,0,1
ACC-00018,10.868587496017359,58,3,0.211,0,1,0.649,0.2,1,1,8,40,0.05084745762711865,0.4233,1,0.55,1,0,0,0
ACC-01347,10.797553125151618,20,5,0.267,1,1,0.359,5.1,2,0,8,40,0.23809523809523808,0.5201,0,0.65,1,0,0,1
ACC-03085,11.06977406588073,10,1,0.092,1,0,0.614,7.5,2,0,8,40,0.09090909090909091,0.3076,1,0.8,1,0,0,0
ACC-03628,12.502098561104633,21,6,0.122,1,0,0.897,0.9,2,0,8,40,0.2727272727272727,0.5166,1,0.8,1,0,0,1
ACC-00717,11.110969193687714,46,4,0.643,0,1,0.329,5.5,0,0,8,41,0.0851063829787234,0.5929,1,0.8,1,0,0,0
ACC-01376,13.252866940776759,25,5,0.319,1,0,0.923,2.8,1,0,8,41,0.19230769230769232,0.5357000000000001,2,0.8,1,1,0,1
ACC-02296,11.147656555612986,55,0,0.279,0,0,0.964,1.4,3,0,8,41,0.0,0.3237,5,0.75,1,0,0,0
ACC-02965,11.799614544567753,20,5,0.364,1,1,0.879,0.1,0,0,8,41,0.23809523809523808,0.5492,1,0.8,1,0,0,0
ACC-03816,12.075400019877522,49,3,0.179,0,0,0.455,1.1,4,1,8,41,0.06,0.41369999999999996,1,0.6,1,0,0,0
ACC-04901,11.000448478455008,81,3,0.753,0,0,0.355,1.8,4,0,8,41,0.036585365853658534,0.5859,1,0.75,1,0,0,0
ACC-01112,12.365215131251702,52,5,0.392,1,0,0.399,3.3,0,1,8,42,0.09433962264150944,0.5576,1,0.65,1,0,1,1
ACC-01694,10.815790343132422,63,2,0.436,0,1,0.43,1.7,1,1,8,43,0.03125,0.4508,5,0.75,1,0,0,0
ACC-02170,12.241927122338913,24,7,0.356,0,0,0.464,4.2,3,0,8,43,0.28,0.6268,2,0.65,1,0,0,1
ACC-04112,11.981058595924264,40,3,0.552,0,1,0.945,0.4,2,0,8,43,0.07317073170731707,0.5256,3,0.55,1,0,0,1
ACC-03916,11.620891583095712,43,3,0.381,1,0,0.782,0.6,2,0,8,44,0.06818181818181818,0.4743,3,0.55,1,0,0,0
ACC-01416,10.568775236216993,45,2,0.463,1,1,0.474,0.2,3,0,8,45,0.043478260869565216,0.4589,2,0.5,1,0,0,0
ACC-01611,9.210440366976517,31,3,0.151,0,1,0.651,2.6,2,1,8,45,0.09375,0.4053,5,0.8,1,0,0,0
ACC-04945,10.43708198835482,56,3,0.215,0,1,0.762,1.2,3,1,8,45,0.05263157894736842,0.4245,1,0.8,1,0,0,0
ACC-01603,11.007103966325696,64,3,0.178,0,1,0.786,1.8,1,0,8,47,0.046153846153846156,0.4134,0,0.65,1,0,0,0
ACC-04354,11.183045451818261,46,5,0.237,1,0,0.397,0.6,3,0,8,47,0.10638297872340426,0.5111,2,0.5,1,0,0,0
ACC-00761,13.20376085926444,22,3,0.531,1,0,0.727,1.6,3,1,8,48,0.13043478260869565,0.5193,1,0.75,1,1,1,1
ACC-03648,13.087566942681606,38,5,0.033,1,1,0.573,1.4,3,1,8,48,0.1282051282051282,0.44989999999999997,3,0.55,1,0,1,1
ACC-04099,12.918289341588247,41,3,0.173,0,1,0.459,0.3,1,0,8,48,0.07142857142857142,0.4119,3,0.65,1,0,0,0
ACC-03562,12.454107814022272,72,1,0.2,1,1,0.744,2.0,0,0,8,49,0.0136986301369863,0.33999999999999997,2,0.8,1,0,0,1
ACC-01592,10.2328272702548,42,2,0.246,0,0,0.852,1.2,1,0,8,50,0.046511627906976744,0.3938,5,0.5,1,0,0,0
ACC-01997,11.454247073019193,47,5,0.281,1,0,0.565,2.7,2,0,8,50,0.10416666666666667,0.5243,5,0.5,1,0,0,0
ACC-01070,12.692813546903102,19,2,0.216,1,0,0.628,0.2,0,1,8,51,0.1,0.3848,2,0.65,1,0,1,1
